A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
6048457806,285987166,3806077230,5585361796,6004528730,2877684622,5985904043,1820859264,2024171405,368086184,563437759,5731243433,1513301974,8212368378,6327623578,709270254,531634939,4558256607,5090148197,5622405498
2411687193,4806082546,4358032370,8973821404,3988435569,801572515,6275913481,6525152421,3191433697,4609295460,7032353068,6055652030,1483524250,4905346900,9120895428,3232296644,8506577620,289962251,3307515343,7992666450
4504381309,4579774258,3380745476,3389402053,8262343245,5172942467,4172673115,7228095022,4467933729,4333315337,5431369949,2189450161,2371670126,2627871153,1456726085,879415692,2124043874,3774145765,1741754598,2856170302
5840408413,7124958420,9033530165,4293828358,8029931837,8088786454,5265598912,3447122773,8784047279,5135827222,8332223441,2994692516,3290460580,4849946264,209074489,4911545646,6758207741,1642346441,4930630224,4708710090
388152264,6024396395,2162068394,7673155437,1628557282,565857767,647809073,4515360207,661598803,5660866104,5264228675,8702792158,7264090481,4029489131,8203245910,1656985117,2280791654,1040150854,6556979777,6429220152
6556973448,6607136722,626262031,2079891490,1456770009,8037688217,4227068082,1400389208,5503853070,5892035421,1795573470,8940754071,2413028358,1688235721,3852932665,7203290039,8993474454,6719298818,3418148356,2379294314
4438327425,1467844650,559840036,978544262,3296587349,4087302722,3092649730,6102821958,1985580407,7404921199,5355140069,6680171531,1554737977,3531114684,8817378119,2926141147,3081155377,8024896192,2540620098,5023004975
8114864757,6631659379,1518889982,3248906089,4165977927,2341178003,7515458400,6566422825,9031676126,8989581850,7187389999,8606454926,6503041587,4912788236,7209039973,5674801923,5700178980,839478678,5116136087,1468984409
8238229792,1506246412,3302615815,4161594910,4917775037,1556766445,8885583009,6601761735,3244942642,8655083705,1642877804,307633655,7803659447,7199573235,1286563096,4580733582,7114574918,4300532524,1417213087,6597077967
13371895,8356616404,7125828868,5100615503,387484708,6159051848,7960098458,3473204363,2491344576,8056345434,5421219051,1572194170,5180441109,8445810240,7371116643,2915412449,4187136937,7221648049,8609102343,6957924779
7878217657,8023539640,4295105023,2720808792,895893256,271688910,2388484500,7551346250,1428908917,1016000817,7906304611,1443734967,4359837967,402451447,1627925227,2700965102,4785336147,292645966,2932788630,625564443
2640979876,734943382,3807746603,2330004987,2318514508,6744709372,785204479,6734262817,5531056433,6136291487,3090792809,9110141765,3347311666,8923038422,368362369,5811274446,1062659191,6026291807,2432438061,6501879735
8275612629,552915637,3390742582,2471525526,932266273,8260111121,7018452310,2890020417,8869125817,4393152887,409909346,3931239734,4950686915,7510156711,2329108559,475160642,4489663850,8835652951,8646706705,6311875836
7068740231,368226421,6189754806,4230835412,6997785016,5798653999,1671078080,4907798195,7468891632,7911115048,4155034754,8144998918,5816053448,3872977839,1110987103,5009837692,6787969656,1249004606,5168280646,3045656345
6289929627,7422743283,4000486275,8757583205,7138437628,3005490936,5280321295,7625080763,99517125,2253886163,3458881787,5771062197,8494091749,8339010464,5978587623,3898636570,3736048944,1639433022,1238239396,3257801985
648350121,6470297846,2274585076,1728202580,2713148424,6094341552,2577739016,3588998406,5347408703,7707920335,3337771298,1012796669,2889647321,3809435017,5808581545,2050848520,1952382834,4550617526,5521771445,4048477485
6402259628,1442512244,3732671915,1261859223,4624191352,3751315943,3352261416,2206169160,9077426709,5459227004,321750110,779801243,3583177409,7843364644,6766173959,8089762358,534969568,3434567183,4289221029,3188741121
4319626918,1829541690,7323894521,680693384,5740321259,3371217128,3997613263,189685447,4503150128,2069591171,6604670282,3141219145,3953169444,4760997434,7807198998,6819721435,8335380888,8456464363,1631706018,7049897758
6818232034,3891176724,2505486415,4926832402,8781478768,4802478894,7614548687,5603977645,223772553,2429326516,5988486969,528789218,2466282420,4954725174,4017622441,3883255311,3501308613,3289492977,4044508798,5136643309
5781521667,782262858,3838409624,3211174145,4751585767,7113467457,6454617598,2564796828,5284801750,6971166099,92488915,6601178964,3873591815,3029207941,3041029517,6657087827,1222171957,714900831,2269782593,1711676504
2374711691,8863843053,1617782680,6465529655,6479754385,1456635941,2117611947,1368134267,8636391509,9071339490,2189361322,5570324360,4106096674,4269443034,4672163283,2218851224,67338143,800841683,6769536336,6511766039
8222232641,763240422,51939186,8358903960,3486206959,6585173366,3537537720,7387593987,7488626026,3775179626,5370342169,7247298038,3609782436,8556541768,3080955489,2530842138,440476321,621163453,7106577703,7820409465
2996907316,2698593400,2999588012,383774510,2993164362,394817311,1739673487,7966856006,2451473532,1406785232,2904401640,1531550889,6247491601,8321205430,2097962074,7546827934,4652463595,5950941355,2970412969,7572061806
424937704,2560075380,7606843846,1241393940,6005698608,5892949009,4319700686,4571013135,1183812954,5598987314,7692205692,7739914257,3270405690,8677807685,7903577834,6620549530,1270951538,296849771,8096226602,6684795582
6967494919,5031432133,2488947474,3910562712,7815327853,9107693124,6271231893,754058292,2365281028,8677518329,1081479579,2683713424,7784364688,5957366370,5339413168,221293285,3842143543,5109943167,8863546437,5205771890
141276521,8096233224,8702103227,3168728061,3646512840,2031740376,3913658605,3017505671,3964729694,3642802992,2409322635,8482211431,7448449619,4572682445,1376834391,5454312877,7425271193,2233844522,8787901871,7990218723
1131655962,2967613462,8503970712,2222042940,2208767280,1085113425,7306936735,401293419,2006429054,3530351645,4570781600,4053652155,3926986024,2244466745,7535052185,5696664033,482419660,7786113296,6798523604,1778590797
6528081302,8458433559,1279880548,1511372286,289064829,4446904525,1037064142,1973412206,281364642,3424344440,5311748741,7556534550,4739856447,324241852,7219544584,2504571466,6489452808,8167575192,4308395199,2217905384
756101079,5740855890,6009061229,175713450,205815593,7811866585,8285634824,8977636700,3523958146,5411328879,2718689800,7593548848,4831442463,1928445450,2320699289,4307000678,6080099876,5926040007,4381417276,5210838982
3494299729,8935997894,4932393505,4877642776,2499339000,6244694078,1971023530,7163601008,8132995604,3343333173,8502354404,5290292649,8822887014,3155252656,8260540541,2615697108,4779945797,6997979955,7052760243,8885091550
132979912,5007385235,693402751,6378452813,8956460892,6309189136,5642168450,7569118388,6373716472,6583271802,5432204891,4237787534,8503242095,7048804442,3266186064,1580988034,8404825920,8613679045,8401642112,6821866730
7616964413,142406169,976575453,628470127,8127003723,4239272287,4737079952,4237327664,1515598889,8174820702,53037165,7872910556,2365171592,2734320752,5457324304,2631114560,5797928970,70817926,1426651297,497872920
8149204627,4029379425,3671592837,3788885313,2373595035,6925991712,8853865546,4592089615,1254611789,3544632466,9107697095,8946754991,2567872672,5920482607,3155015703,4164824297,5132348668,6319974470,2305340969,6451036899
713473595,4384500375,4873232420,8119744003,4937195094,1391168516,1299206050,835760774,510398451,7579097565,7608971785,5094853297,280417822,404223271,322644720,8611966712,4122270105,4024838880,2470806708,2241468484
3986752295,2307445917,1690755658,7324470648,3567812750,8879385201,253070739,5762089257,6052355385,6411477591,4135744250,2133470622,341745375,188444616,2018341435,5291202805,5735491746,5241124749,5442968171,6603072757
696754646,7356382819,6739882238,2504936524,4958811004,1358077074,7087000534,3019369943,3270363671,2013900038,4383697917,2268735434,5163316049,5303712441,2399324595,7843063074,3609787397,2589895512,6039846742,3388415995
3540355185,4518957608,845049761,7411260684,433836816,5242974990,1116134070,8175228896,2042050516,6804543758,7964027700,5217731104,740581681,8196432736,7701541376,3389961035,7089697648,3245120670,8859853027,6571538980
8565641071,2316193159,2061029962,5094631348,2961711298,4380547843,8141464880,2971853068,935531910,5930089229,5734192124,3933013676,8412976530,6931884627,2129289035,2040501329,4848617129,8764338318,6028219994,608471944
5810406799,8872438919,7802632837,2294751624,7705797877,3983232421,7188587135,2020941421,5813261516,3041929315,7505356067,2401343564,2000890197,4313653369,867779554,4792231307,3374198885,8781186879,2867028748,415759090
2309312408,6859073657,5411981626,8921776370,6731730213,3853052553,4544175294,7322107291,2220578411,8498210537,8122621637,1298784162,4769537749,5025428007,5844113794,1418909695,6059585248,7877387312,6979740604,3915732334
3282389316,852403524,3993974020,8799730997,1143550641,8139015759,5878890239,5226502987,357265060,5306762040,4510061872,4736930918,1420402901,2326026755,6502661655,1622283599,8862244065,2237675922,8744004483,6363406554
8343076301,5552163684,3632141851,396590973,5028948420,796148114,1394231454,4066241160,156513222,4497772201,1681310260,2485401688,9003490465,6964404687,4150995444,7401867042,7021116603,2359619850,5786241326,809438425
6814997418,1262326267,219893827,2897568039,891770056,3798395555,3089043645,3770266899,8668913842,4602857209,2090032195,6377138675,3694553277,4424216119,2220496983,5440759094,8142296703,2165763079,551976875,1809443079
6765087068,6780640472,1315690889,167407615,4812104423,2494508178,5156371911,2580088726,6329047329,8659676668,7829199121,8577211805,4997082717,9104380733,1321260280,7788764589,7674252599,2594266894,7892048280,8584445526
1550263322,5698556472,7417616153,3254500132,8623993071,8688683652,4328331940,4280099842,3423721752,5509283836,2534610588,8930584189,4104890925,8084156749,90072253,1554590856,3920442162,258518956,9091285153,4333372619
7886311334,2663855410,4976548012,7957101060,1519997032,8432477813,6795914690,2358332047,6302785148,4618359766,926453167,2881188592,1469503999,9106596904,4901138472,7750661414,2859321957,6020110438,9108736766,590011591
2679547666,2126972162,8669688750,1699729378,5548401298,2906800559,2080479243,6116592664,6774026360,3504211946,1970979945,1058081113,1882335627,7405641599,3198071845,8177172663,2956339216,6556568442,3643145506,1427467357
7216721582,3630034844,6614354098,8604454392,4297928137,1197214313,2036082064,5888027068,8226774581,4643123373,1229319664,7677175862,2662137392,2042331624,6015518358,5421455442,249595757,786060577,7431866950,7134525592
6151586376,6392695703,8140810748,7565985726,9025281159,1340428666,5115677520,4960281345,8404324895,8351675007,6373115445,3145237976,4426630520,6412065884,4086350578,2860006184,2855663243,1715889669,4590803808,7412169506
7783264507,8626719745,5769330651,7170260817,2351669839,7409203863,5394711510,4742219945,7813014410,6365966337,8314159951,1429033998,3266389507,2571176723,5065143336,234526286,2323601564,1031771953,5328601741,6460961647
7245491603,3289044123,4712162966,2336073289,1373229799,5259370076,6476314467,4512480952,9003381436,7856951713,4657449428,3759098725,2994986456,6729790482,6132320538,6090024045,2635122139,1212569900,3406174672,2058419511
2009744979,2663115549,7826092119,5902775673,3409062943,3269068622,8452533911,1753172842,2454661898,846465111,1860086241,5044367802,2908675537,3238744230,3283803895,3856061948,2948458870,747555686,7543491347,395654326
5510341448,9031945262,2655412385,739417665,606181713,6833211890,4849913764,7952156765,273559113,199187760,5057964810,2361806597,4269813960,1108424860,8132908624,7089800221,76094951,1752885152,7329446834,5613876714
3756054718,8014115651,7692519720,5980626469,1974439779,2845049722,5856171100,8382358679,9019489449,7098551349,236716951,1505486405,707891755,4119830481,4748181910,8794749388,1898363710,1976764556,6755714435,7596203281
8187393655,1410001172,3446600516,5690628810,2369645048,8359603807,6279003663,5843964397,6534081380,8596031339,514826435,1464122863,301733319,663931384,2821344679,7407950814,2205119021,3042940358,1825959140,1251337173
202034614,3840300136,4968872294,8783461700,6088634617,7555861110,4898857207,7773757101,1902490501,2287703349,4784361456,16839142,1245509817,1963818705,4253626827,1495362945,3726416938,8157653266,2055875917,7594761201
6496708367,2348282389,8945697404,2599697434,9034040476,8993755955,7092855032,3000970163,1105531312,1079068951,4838552964,4647501814,3039328094,8542204450,6962885117,7549609465,4068191780,2798834202,169042837,1379463240
3609084791,787221293,4678505156,7872975801,354853737,1823846385,3881078562,7707504710,5021291634,3188776360,8658294872,803522624,5528991646,4021858145,2095748025,7721396923,1671662840,7676786615,1163351277,8831060463
44189587,5522765825,4281127488,6273252662,6204582889,2232822310,3975345400,7683471946,1235901232,1731337298,8918424899,1016569228,4009869551,2081050026,2134035843,3232341337,7933157582,4824726644,7960650807,6546298299
7099559142,8495399646,5010532172,3915992755,7674115240,2432946555,207039588,1800921482,4339720772,4944635881,470959521,1914983770,4334276760,7892537606,8004159205,3188649803,1425666054,1202903472,4499210013,4749215796
6069336882,8925731831,1054387353,5569721543,5663604018,6830877690,750632434,8120677022,4008920322,3476120399,7065538011,6480062827,5290270022,8887771992,6102165310,7630934454,5149353815,4073781719,4588042876,8545611211
4586293853,3364990311,4182206639,5298105967,33754231,1069875510,6785262125,8152380947,5735447754,7024429106,8776138227,1418783346,6759730133,4549139310,7754918344,5047415575,7615559811,6404328235,3364751554,1069566945
537117380,8573819888,7779808057,9119155653,3753382304,6566623347,1095770184,767724159,487489306,4014961259,194126103,7488089637,4946479396,5304462692,8202650054,335325347,2772951140,1466558055,4196978395,7813457421
8189130860,2151442532,4702400020,1548122649,965996669,4276973470,1487173152,210627921,6055901763,8104047533,3206745395,8571588151,8846447890,2899176377,6801852217,5250758973,149128685,2657638683,4056739635,5593150949
8644722585,535711286,2819299871,3945964520,5306469268,6364954086,1804454554,1903228014,8257201104,5150842431,6718452113,6018144209,2390680258,1727787586,9019573306,3833902587,2355069836,8319648527,8930382448,2910130991
